Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	br_lengths[146]	br_lengths[147]	br_lengths[148]	br_lengths[149]	br_lengths[150]	br_lengths[151]	br_lengths[152]	br_lengths[153]	br_lengths[154]	br_lengths[155]	br_lengths[156]	br_lengths[157]	br_lengths[158]	br_lengths[159]	br_lengths[160]	br_lengths[161]	br_lengths[162]	br_lengths[163]	br_lengths[164]	br_lengths[165]	br_lengths[166]	br_lengths[167]	br_lengths[168]	br_lengths[169]	br_lengths[170]	br_lengths[171]	br_lengths[172]	br_lengths[173]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	rel_br_lengths[146]	rel_br_lengths[147]	rel_br_lengths[148]	rel_br_lengths[149]	rel_br_lengths[150]	rel_br_lengths[151]	rel_br_lengths[152]	rel_br_lengths[153]	rel_br_lengths[154]	rel_br_lengths[155]	rel_br_lengths[156]	rel_br_lengths[157]	rel_br_lengths[158]	rel_br_lengths[159]	rel_br_lengths[160]	rel_br_lengths[161]	rel_br_lengths[162]	rel_br_lengths[163]	rel_br_lengths[164]	rel_br_lengths[165]	rel_br_lengths[166]	rel_br_lengths[167]	rel_br_lengths[168]	rel_br_lengths[169]	rel_br_lengths[170]	rel_br_lengths[171]	rel_br_lengths[172]	rel_br_lengths[173]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-1529.766	-1883.563	353.7962	0.00501476	0.00131086	0.0124372	0.000772472	0.00456448	0.00765372	0.00288554	0.00794972	0.00215235	0.00279172	0.00129275	0.00793799	0.00126059	0.00434096	7.67011e-05	0.00498812	0.0100118	0.000230266	0.00512313	0.0124106	0.0039359	0.00131198	0.00230579	0.00261713	0.00100181	0.00470534	0.00375116	0.000287524	0.000888493	0.0085375	0.00150487	0.000522031	0.00213908	0.00595002	0.00540509	0.000367901	2.67084e-05	0.00210071	0.00399029	0.00304113	0.00593473	0.00496735	0.0100805	0.0123578	0.00128806	0.0063491	0.00427227	0.0102358	0.00223344	0.00237171	0.00906347	0.0195819	0.000740238	0.000482382	5.87435e-05	0.00943959	0.000132164	0.0019911	0.000255023	0.00034459	0.00120041	0.00324228	0.00680069	0.00583494	0.000796699	0.0046292	0.00608233	0.00517301	0.0244174	0.000793008	0.00240074	0.000846251	0.000776397	0.00135292	0.00298054	0.000506408	0.00188815	0.0017696	0.000389143	0.00106603	0.00383632	0.000771138	0.00268396	0.00263136	0.00600122	0.00443653	0.00186706	0.000341332	0.00435303	0.00329533	0.0018313	0.00392028	0.0106824	3.64805e-05	0.00229127	0.0038558	0.00246537	0.00229679	0.00314317	0.000782527	0.00126503	0.0013201	0.0029064	0.0239921	0.000300636	0.00987977	0.00900978	0.00551211	0.0103526	0.00137788	0.00346041	0.00623819	0.0071722	0.00308386	0.00491596	0.00204201	0.00366576	0.00850144	0.004286	0.00112316	0.00446201	0.00039524	2.22836e-05	0.000562098	0.00476541	0.00168724	0.00177171	0.0097849	0.00361954	0.00573058	0.0303028	0.0019367	0.0256443	0.0012319	0.00102338	0.000302002	0.00113094	0.00406322	0.00267746	0.00755069	0.0038856	0.00339696	0.00531839	0.00468452	0.00361411	0.00632777	0.015802	0.00894748	0.00283725	0.00656161	0.000911095	0.00858571	0.00186634	0.00238231	0.00670162	0.0124926	0.0145215	0.00553361	0.00315156	0.00105921	0.00192238	0.0119174	0.00571311	0.00617722	0.0028191	0.00338793	0.00180687	0.0130052	0.00214386	0.00734733	8.88001e-05	3.21277e-05	0.00191538	0.2379058	1.762094	0.126307	0.364556	0.729925	1.37	2.74306	7.9172	1.496057	7.406689	0.00641132	0.00167592	0.0159009	0.000987597	0.00583565	0.0097852	0.00368913	0.0101636	0.00275176	0.00356918	0.00165277	0.0101486	0.00161165	0.00554988	9.80616e-05	0.00637726	0.0128	0.000294393	0.00654987	0.0158668	0.00503201	0.00167735	0.00294792	0.00334598	0.0012808	0.00601574	0.00479582	0.000367597	0.00113593	0.0109151	0.00192397	0.000667411	0.00273479	0.00760705	0.00691036	0.000470358	3.41465e-05	0.00268574	0.00510155	0.00388806	0.0075875	0.00635071	0.0128878	0.0157993	0.00164677	0.00811726	0.00546205	0.0130864	0.00285543	0.0030322	0.0115876	0.0250353	0.000946387	0.000616721	7.5103e-05	0.0120684	0.00016897	0.0025456	0.000326045	0.000440554	0.00153471	0.00414522	0.00869461	0.00745991	0.00101857	0.00591838	0.0077762	0.00661365	0.0312174	0.00101385	0.00306933	0.00108192	0.000992616	0.00172969	0.00381059	0.000647438	0.00241398	0.00226241	0.000497516	0.00136291	0.0049047	0.000985892	0.00343141	0.00336417	0.0076725	0.00567207	0.00238702	0.00043639	0.00556531	0.00421304	0.00234129	0.00501204	0.0136574	4.66399e-05	0.00292936	0.0049296	0.00315196	0.00293642	0.00401851	0.00100045	0.00161733	0.00168773	0.0037158	0.0306737	0.000384361	0.0126312	0.0115189	0.00704718	0.0132357	0.00176161	0.00442409	0.00797546	0.00916958	0.00394269	0.006285	0.00261069	0.00468664	0.010869	0.00547961	0.00143595	0.00570463	0.000505311	2.84894e-05	0.000718636	0.00609253	0.00215712	0.00226512	0.0125099	0.00462754	0.00732649	0.0387419	0.00247605	0.032786	0.00157497	0.00130839	0.000386106	0.00144589	0.00519479	0.0034231	0.00965349	0.0049677	0.00434298	0.0067995	0.00598911	0.00462061	0.00808999	0.0202027	0.0114393	0.0036274	0.00838895	0.00116483	0.0109767	0.00238609	0.00304576	0.00856796	0.0159717	0.0185655	0.00707466	0.00402924	0.00135419	0.00245775	0.0152363	0.00730415	0.00789752	0.00360419	0.00433143	0.00231007	0.016627	0.00274091	0.00939349	0.00011353	4.10749e-05	0.00244879	0.881047	0.118953	0.7821727
36	-1549.168	-1902.758	353.5901	0.00338618	0.00314508	0.00569836	8.08643e-05	0.00729901	0.00693142	0.00199827	0.0055002	0.00223293	0.0023401	0.000218194	0.00622317	0.00163186	0.00310975	0.000195529	0.00232802	0.00567986	0.00213889	0.00342456	0.00596048	0.00436382	0.000947873	0.00201094	0.000255298	0.00516109	0.00237968	0.00113558	0.000997622	0.00133754	0.00446078	0.0011874	0.000214188	0.00167601	0.00274096	0.00461843	0.000312857	3.02361e-05	0.00193258	0.00367448	0.00661585	0.000716717	0.00682895	0.00169242	0.00314815	0.0012749	0.00812545	0.00393033	0.00761778	0.00315241	0.00253454	0.000643978	0.001769	0.0137368	0.00038069	0.000489911	0.000615505	0.00139272	0.00390713	0.000372312	0.00228558	0.00278787	0.00289434	0.00271253	0.00523434	0.00151453	0.000399413	0.00381528	0.0053112	0.0231679	0.00108236	0.00623982	0.00100242	0.00013937	0.0019709	0.000669283	0.000401958	0.00180043	0.00139701	0.000405094	0.000277307	0.0042428	0.00180101	0.00246914	0.00242556	0.0116904	0.00121302	0.000613212	0.000625748	0.00307361	0.00651894	0.000800456	0.00713719	0.016729	4.16523e-05	0.0111758	0.00575846	0.00519253	0.00122361	0.00366999	0.000638723	0.00496667	0.00140454	0.00199665	0.00952947	0.000513877	0.00449387	0.00400018	0.00375655	0.00952403	0.000788689	0.00699781	0.00507748	0.0145779	0.00318483	0.000123294	0.000864966	0.00814811	0.00722791	0.00317952	0.00023819	0.00378829	0.000213579	0.00168818	0.000410537	0.000724551	0.00470657	0.00394213	0.0124421	0.000521349	0.00253508	0.0244604	0.000568364	0.0383852	0.00169705	0.00431724	0.00137655	0.000316983	0.00198814	0.00151997	0.00283428	0.00389904	0.00103047	0.00340766	0.00300492	0.00983628	0.0118819	0.0138929	0.00399025	0.00784297	0.00394745	0.00280469	0.00333155	0.00474758	0.00681323	0.000517995	0.0131142	0.0116553	0.00438361	0.00148455	0.00131116	0.00115191	0.0110639	0.00409774	0.000934224	0.00346157	0.000349224	0.00126025	0.00351152	0.000787736	0.00675928	0.000146244	4.35609e-05	0.00135791	0.2109284	1.789072	0.115267	0.348651	0.719838	1.3892	2.86819	8.6755	1.562192	8.48189	0.00499946	0.00464349	0.00841323	0.000119391	0.0107765	0.0102338	0.0029503	0.00812067	0.00329677	0.00345499	0.000322149	0.00918807	0.00240932	0.00459133	0.000288685	0.00343717	0.00838592	0.00315793	0.00505612	0.00880023	0.00644288	0.00139947	0.00296901	0.00037693	0.00761999	0.00351344	0.0016766	0.00147292	0.00197478	0.00658603	0.00175311	0.000316234	0.00247451	0.00404684	0.0068188	0.000461912	4.46414e-05	0.00285332	0.00542512	0.00976784	0.00105818	0.0100825	0.00249874	0.00464803	0.0018823	0.0119967	0.00580286	0.0112471	0.00465432	0.00374207	0.000950788	0.00261181	0.0202814	0.000562063	0.00072332	0.000908751	0.00205625	0.00576861	0.000549694	0.0033745	0.0041161	0.00427329	0.00400486	0.00772814	0.00223609	0.000589706	0.005633	0.00784163	0.0342058	0.00159802	0.00921266	0.00148	0.00020577	0.00290989	0.000988151	0.000593464	0.00265821	0.00206259	0.000598093	0.000409425	0.0062642	0.00265907	0.00364552	0.00358117	0.0172601	0.00179094	0.000905365	0.000923873	0.00453797	0.00962477	0.00118182	0.0105376	0.0246992	6.14967e-05	0.0165003	0.00850197	0.0076664	0.00180657	0.00541849	0.00094303	0.00733294	0.00207371	0.00294792	0.0140696	0.000758705	0.00663489	0.00590599	0.00554628	0.0140616	0.00116444	0.0103318	0.00749655	0.0215232	0.00470219	0.000182035	0.00127706	0.0120301	0.0106715	0.00469434	0.000351671	0.00559315	0.000315335	0.00249248	0.00060613	0.00106975	0.00694892	0.00582028	0.0183698	0.000769736	0.00374287	0.0361141	0.000839149	0.0566732	0.00250558	0.00637411	0.00203238	0.000468004	0.00293535	0.00224414	0.00418462	0.00575666	0.00152142	0.00503118	0.00443656	0.0145226	0.0175428	0.0205119	0.00589133	0.0115796	0.00582814	0.00414093	0.0049188	0.00700948	0.0100593	0.000764783	0.0193622	0.0172083	0.0064721	0.00219184	0.00193584	0.00170072	0.016335	0.00605004	0.00137932	0.00511077	0.000515606	0.00186067	0.00518452	0.00116304	0.00997961	0.000215919	6.43147e-05	0.00200486	0.894536	0.105464	0.6773091
72	-1535.763	-1889.53	353.7673	0.00016106	0.00324014	0.00269643	0.000485873	0.00680258	0.00786745	0.00287181	0.00563252	0.00130863	0.00525938	0.000518832	0.0044215	0.000185195	0.00349009	0.000344013	0.00389336	0.00535319	0.0019675	0.00080999	0.00270372	0.00476086	0.000661356	0.00122448	0.000305796	0.000836154	0.00484934	0.000699519	0.000332854	0.00347446	0.00513321	0.00250119	0.00122355	0.00188153	0.00368439	0.00100407	0.000678466	0.000302697	0.00216895	0.00588647	0.00696818	0.000804376	0.00810635	0.00155074	0.00404157	0.00114229	0.00390298	0.00251183	0.0110419	0.000584501	0.00216114	0.003344	0.000347179	0.0134346	0.000649964	0.00246529	0.00104227	0.000529859	0.00298103	0.00410572	0.00183715	0.000712287	0.00388045	0.000143813	0.000874026	0.00233474	0.000260033	0.00686806	0.00546437	0.0260014	0.00130083	0.00565932	0.000790246	0.00022423	0.00124524	0.000908809	0.000545446	0.00370095	0.00157834	0.00100834	0.000216382	0.00476172	0.000580862	0.000415552	0.00397207	0.00908426	0.00712762	0.00113677	0.000312696	0.002842	0.00395398	0.000156097	0.00540598	0.0207828	0.00293945	0.0102104	0.00515986	0.00374906	0.00535945	0.00329453	0.00241892	0.00617682	0.00740539	0.00266013	0.0413374	0.000312318	0.00408441	0.00708756	0.00208852	0.00294142	0.00394539	0.00716155	0.00200058	0.0207827	0.00839741	0.00024446	0.00460539	0.014463	0.0152696	0.00465922	0.000296555	0.00765021	0.000654373	0.00189465	0.00133545	0.000358607	0.00420988	0.00522039	0.0045657	0.000494991	0.00418016	0.0262416	0.00145402	0.0198333	0.0010865	0.00484526	0.00190512	0.000216915	0.00405043	0.0038252	0.00285503	0.0102758	0.00449102	0.00213125	0.00110175	0.00641991	0.0257285	0.020307	2.13849e-05	0.00880221	0.00370591	0.00293358	0.00247377	0.00253082	0.00846566	0.00453369	0.0138505	0.0175981	0.00321423	0.0018759	0.000917886	0.00191761	0.00999205	0.00498781	0.00491593	0.00231358	0.000438866	0.00251209	0.0047431	0.00116606	0.00758598	0.000579885	0.000161808	0.00167899	0.2383016	1.761698	0.119423	0.354727	0.723728	1.38174	2.81907	8.37359	1.536581	7.392727	0.000209243	0.00420947	0.0035031	0.000631228	0.00883765	0.0102211	0.00373094	0.00731756	0.00170013	0.00683278	0.000674046	0.00574424	0.000240598	0.0045342	0.000446929	0.0050581	0.00695466	0.0025561	0.00105231	0.00351257	0.00618513	0.000859208	0.0015908	0.000397278	0.0010863	0.00630007	0.000908788	0.000432431	0.00451388	0.00666887	0.00324944	0.00158959	0.00244441	0.00478661	0.00130445	0.000881437	0.000393252	0.00281781	0.00764748	0.00905279	0.00104501	0.0105315	0.00201466	0.00525065	0.00148402	0.0050706	0.00326327	0.0143452	0.000759361	0.00280767	0.0043444	0.000451041	0.0174538	0.000844409	0.00320281	0.00135408	0.000688372	0.00387284	0.00533399	0.00238676	0.000925376	0.00504134	0.000186836	0.0011355	0.0030332	0.000337825	0.00892272	0.0070991	0.0337801	0.00168999	0.00735238	0.00102666	0.000291311	0.00161777	0.00118069	0.000708623	0.00480813	0.00205051	0.00131	0.000281116	0.00618625	0.000754634	0.00053987	0.00516036	0.0118019	0.00925992	0.00147684	0.000406243	0.00369222	0.00513686	0.000202795	0.00702324	0.0270002	0.00381882	0.013265	0.00670349	0.00487063	0.00696279	0.00428013	0.00314257	0.00802469	0.0096208	0.00345594	0.053704	0.000405751	0.00530631	0.00920788	0.00271333	0.00382138	0.0051257	0.00930402	0.00259908	0.0270001	0.0109096	0.000317593	0.00598315	0.0187898	0.0198377	0.00605309	0.000385272	0.00993885	0.000850136	0.00246146	0.00173496	0.000465888	0.00546931	0.00678213	0.00593158	0.000643074	0.0054307	0.0340921	0.00188901	0.0257667	0.00141154	0.00629478	0.00247506	0.000281808	0.00526216	0.00496955	0.00370915	0.0133499	0.00583457	0.00276884	0.00143136	0.0083405	0.0334255	0.026382	2.77825e-05	0.0114355	0.00481458	0.00381119	0.00321382	0.00328794	0.0109983	0.00589	0.017994	0.0228628	0.00417581	0.0024371	0.00119248	0.00249128	0.0129813	0.00647997	0.00638659	0.00300572	0.000570158	0.00326362	0.00616205	0.0015149	0.00985541	0.000753364	0.000210215	0.00218128	0.880849	0.119151	0.7697272
108	-1524.535	-1878.029	353.4935	0.000192602	0.00234016	0.00160961	0.000749075	0.00158218	0.00235866	0.00192718	0.00675883	0.00199584	0.00654608	0.000481092	0.00314441	0.000574777	0.00216047	0.000356885	0.0015551	0.0115012	0.00139491	0.000370067	0.00686795	0.00755916	0.00161977	0.00658163	0.00610231	0.000219735	0.00279192	0.00200752	0.000360609	0.0056466	0.00445398	0.00301105	0.000346422	0.00491351	0.0046123	0.00505678	0.00273833	0.00231105	0.00176707	0.0039641	0.005764	0.00147422	0.00542535	0.0072087	0.00293339	0.0043041	0.00785751	0.0025806	0.00755442	0.0015767	0.00332213	0.00415721	0.00247096	0.00672463	0.00240248	0.000698692	0.00715059	0.000401149	0.00908477	0.0036478	0.00161493	0.00221536	0.0107018	0.000275872	0.00751756	0.00298265	0.00115358	0.00548639	0.0105892	0.0474144	0.000643893	0.00685646	0.000205412	0.000226538	0.00252627	0.00597597	0.00194381	0.000346538	0.00478716	0.00213218	0.000362733	0.00480476	0.000199865	0.000872877	0.00577785	0.0112934	0.00424331	0.00212465	0.00279842	0.0041164	0.00288828	0.000943622	0.0111653	0.0292723	0.00224776	0.00857163	0.00190307	0.00273184	0.0047292	0.00202173	0.00235148	0.0110139	0.00630095	0.00149672	0.0430581	0.000696728	0.00758478	0.00522405	0.00172218	0.00575618	0.000141729	0.00487323	0.00648366	0.024089	0.0118932	0.00276277	0.001502	0.0362647	0.0214073	0.00310638	0.000284917	0.00550823	0.00324346	0.00019033	0.00562206	0.000401344	0.000770699	0.00536131	0.00434896	0.00292322	0.00257813	0.0408546	0.00729192	0.0322564	0.00183941	0.00623812	0.00129182	0.00555544	0.00327113	0.00352691	0.00206925	0.00579249	0.00892328	0.00446584	0.000870877	0.0125708	0.037528	0.0248306	5.26315e-05	0.0105826	0.00774615	0.00582122	0.00768657	0.00846164	0.00727198	0.00390302	0.0220554	0.0137811	0.00463731	0.00222697	0.00365097	0.000131402	0.00868403	0.00302751	0.00522755	0.00703024	0.000116303	0.010716	0.0170833	0.00572897	0.00333838	0.000107398	0.00222755	0.000922768	0.203056	1.796944	0.160842	0.410166	0.75727	1.32053	2.43804	6.21727	1.321286	8.849502	0.000189514	0.00230264	0.0015838	0.000737066	0.00155681	0.00232085	0.00189629	0.00665047	0.00196384	0.00644114	0.000473379	0.003094	0.000565562	0.00212583	0.000351163	0.00153017	0.0113168	0.00137255	0.000364134	0.00675785	0.00743797	0.0015938	0.00647611	0.00600448	0.000216212	0.00274716	0.00197534	0.000354828	0.00555607	0.00438257	0.00296278	0.000340868	0.00483474	0.00453835	0.00497571	0.00269443	0.002274	0.00173874	0.00390055	0.00567159	0.00145058	0.00533838	0.00709314	0.00288636	0.00423509	0.00773154	0.00253923	0.0074333	0.00155142	0.00326887	0.00409056	0.00243135	0.00661682	0.00236396	0.00068749	0.00703595	0.000394718	0.00893913	0.00358931	0.00158904	0.00217984	0.0105302	0.000271449	0.00739704	0.00293483	0.00113508	0.00539843	0.0104194	0.0466543	0.00063357	0.00674654	0.000202119	0.000222906	0.00248577	0.00588016	0.00191265	0.000340983	0.00471041	0.002098	0.000356918	0.00472773	0.000196661	0.000858883	0.00568522	0.0111124	0.00417528	0.00209059	0.00275356	0.0040504	0.00284198	0.000928494	0.0109863	0.028803	0.00221173	0.00843421	0.00187256	0.00268805	0.00465339	0.00198932	0.00231378	0.0108373	0.00619993	0.00147272	0.0423678	0.000685558	0.00746318	0.0051403	0.00169457	0.0056639	0.000139457	0.0047951	0.00637971	0.0237028	0.0117025	0.00271848	0.00147792	0.0356833	0.0210641	0.00305658	0.00028035	0.00541992	0.00319146	0.000187279	0.00553193	0.00039491	0.000758343	0.00527536	0.00427924	0.00287636	0.0025368	0.0401996	0.00717502	0.0317392	0.00180992	0.00613811	0.00127111	0.00546638	0.00321869	0.00347037	0.00203607	0.00569962	0.00878023	0.00439425	0.000856915	0.0123693	0.0369264	0.0244325	5.17877e-05	0.010413	0.00762196	0.0057279	0.00756334	0.00832598	0.0071554	0.00384045	0.0217019	0.0135602	0.00456296	0.00219126	0.00359244	0.000129296	0.0085448	0.00297898	0.00514375	0.00691753	0.000114438	0.0105442	0.0168094	0.00563713	0.00328486	0.000105676	0.00219184	0.000907974	0.898472	0.101528	1.016293
